SG_UF,NM_MUNICIPIO,num_eleitores,perc_lula,perc_votos_mulheres_fed,perc_votos_mulheres_est,perc_votos_mulheres_total
AL,PIAÇABUÇU,20742.0,64.68,3.32,10.81,7.06
PE,SÃO JOAQUIM DO MONTE,28092.0,67.1,4.96,9.16,7.06
BA,RUY BARBOSA,36564.0,73.04,8.94,5.16,7.05
PE,BUENOS AIRES,18576.0,77.17,11.61,2.5,7.05
MG,SENADOR MODESTINO GONÇALVES,6064.0,65.61,3.53,10.52,7.03
BA,MIRANGABA,19468.0,76.14,8.02,6.03,7.03
MA,BREJO DE AREIA,11102.0,72.58,6.47,7.57,7.02
BA,JAGUARIPE,23860.0,78.73,10.05,3.96,7.01
SE,MOITA BONITA,15590.0,61.72,7.11,6.9,7.0
MG,BERTÓPOLIS,6184.0,64.09,5.05,8.96,7.0
PB,CUBATI,10652.0,69.0,10.12,3.87,6.99
SE,NOSSA SENHORA DA GLÓRIA,47220.0,74.03,9.17,4.78,6.98
PI,ALVORADA DO GURGUÉIA,7202.0,79.65,11.86,2.08,6.97
BA,TANQUINHO,12246.0,75.57,10.27,3.64,6.96
MG,ARICANDUVA,6912.0,67.58,1.91,12.01,6.96
MG,NOVORIZONTE,6948.0,55.8,4.09,9.82,6.95
BA,LAPÃO,36634.0,76.48,11.63,2.27,6.95
PI,CARAÚBAS DO PIAUÍ,8250.0,69.89,3.22,10.67,6.95
SP,LAGOINHA,7359.0,51.87,7.89,5.89,6.94
MG,BOCAIÚVA,56190.0,66.32,3.67,10.19,6.93
AL,MARIBONDO,16272.0,68.88,3.11,10.74,6.93
MG,PEDRO TEIXEIRA,3986.0,77.46,8.93,4.92,6.92
MG,GOUVEIA,15800.0,65.74,7.24,6.59,6.92
BA,IBIRATAIA,23012.0,65.58,9.66,4.15,6.91
MG,ITUMIRIM,9496.0,58.75,7.29,6.53,6.91
CE,CRATEÚS,92942.0,73.6,7.84,5.92,6.88
MG,CACHOEIRA DOURADA,3752.0,71.15,4.16,9.59,6.88
BA,SERROLÂNDIA,16722.0,72.53,11.04,2.7,6.87
PR,LUPIONÓPOLIS,6426.0,54.4,9.96,3.77,6.86
PB,BARRA DE SÃO MIGUEL,9852.0,67.97,6.7,6.98,6.84
MG,MACHACALIS,8868.0,56.18,2.98,10.69,6.83
BA,MANOEL VITORINO,19838.0,80.67,10.96,2.68,6.82
RN,JOSÉ DA PENHA,8472.0,87.26,9.07,4.58,6.82
PI,VILA NOVA DO PIAUÍ,4958.0,79.29,13.19,0.44,6.82
PI,WALL FERRAZ,6954.0,76.59,11.39,2.24,6.82
MA,PENALVA,37828.0,84.26,7.68,5.94,6.81
MG,MONTALVÂNIA,17904.0,62.77,10.0,3.61,6.8
PE,IGUARACY,14030.0,83.88,7.74,5.86,6.8
MG,SANTO ANTÔNIO DO ITAMBÉ,4678.0,81.48,9.41,4.19,6.8
BA,IAÇU,29868.0,76.3,11.26,2.29,6.78
CE,PORANGA,15120.0,81.57,5.65,7.9,6.77
MG,OURO VERDE DE MINAS,10070.0,54.42,3.93,9.61,6.77
PI,ANGICAL DO PIAUÍ,10678.0,77.75,8.58,4.94,6.76
RN,MARCELINO VIEIRA,11320.0,82.52,7.93,5.58,6.76
RN,RIACHO DA CRUZ,4712.0,71.14,10.44,3.06,6.75
BA,PARATINGA,37188.0,81.81,5.99,7.52,6.75
BA,ANTAS,16930.0,63.95,4.83,8.65,6.74
BA,SAPEAÇU,25472.0,72.38,6.46,7.0,6.73
MG,GUANHÃES,34836.0,53.35,6.28,7.18,6.73
PR,LARANJAL,7264.0,57.84,4.68,8.78,6.73
RN,TENENTE LAURENTINO CRUZ,8496.0,73.46,10.9,2.57,6.73
MG,MIRABELA,17016.0,64.53,2.33,11.11,6.72
MG,RIBEIRÃO VERMELHO,5484.0,59.46,7.33,6.09,6.71
PE,SIRINHAÉM,44522.0,64.56,10.85,2.57,6.71
BA,ANTÔNIO CARDOSO,18994.0,88.53,8.5,4.86,6.68
PE,SAIRÉ,19052.0,68.86,9.29,4.06,6.68
SE,PINHÃO,8998.0,73.76,5.2,8.09,6.65
MG,JOAQUIM FELÍCIO,4922.0,54.27,9.71,3.58,6.64
MG,ALTO RIO DOCE,15096.0,67.91,3.82,9.47,6.64
MG,SANTO ANTÔNIO DO AMPARO,22246.0,59.08,7.72,5.51,6.62
PB,RIACHO DE SANTO ANTÔNIO,4148.0,65.03,11.62,1.59,6.61
PI,COLÔNIA DO PIAUÍ,9552.0,85.31,4.54,8.67,6.61
AL,INHAPI,18912.0,79.12,5.12,8.11,6.61
MA,TRIZIDELA DO VALE,26650.0,66.37,11.08,2.12,6.6
CE,PARAMOTI,16488.0,76.04,8.22,4.97,6.6
MG,PORTEIRINHA,47792.0,59.16,8.03,5.18,6.6
MA,MATÕES DO NORTE,10092.0,85.23,7.75,5.43,6.59
SE,UMBAÚBA,29588.0,66.38,5.16,8.0,6.58
MG,ALVORADA DE MINAS,6210.0,66.35,7.44,5.7,6.57
MG,ESTRELA DO SUL,8900.0,57.85,7.1,6.04,6.57
PI,BELÉM DO PIAUÍ,5144.0,84.47,3.73,9.41,6.57
PI,SIMPLÍCIO MENDES,16344.0,82.35,7.37,5.73,6.55
MA,LAGO DOS RODRIGUES,13090.0,72.49,3.54,9.55,6.55
BA,IRAMAIA,13374.0,72.76,4.22,8.85,6.54
CE,APUIARÉS,20446.0,73.69,6.49,6.59,6.54
PI,ITAINÓPOLIS,15608.0,81.71,4.24,8.83,6.54
PB,BORBOREMA,7142.0,73.72,3.33,9.75,6.54
GO,PILAR DE GOIÁS,5672.0,51.9,10.05,3.03,6.54
PB,SUMÉ,22086.0,74.98,8.6,4.46,6.53
SE,ITABAIANINHA,50972.0,59.65,1.87,11.18,6.53
MG,ALFREDO VASCONCELOS,9792.0,56.01,6.03,7.01,6.52
BA,GAVIÃO,6840.0,62.1,6.49,6.55,6.52
PE,ARCOVERDE,80502.0,70.46,6.74,6.28,6.51
SP,BOM SUCESSO DE ITARARÉ,4869.0,50.71,5.41,7.56,6.49
BA,ITAPÉ,13216.0,57.45,8.66,4.22,6.44
PE,AMARAJI,27052.0,63.85,10.35,2.54,6.44
TO,SAMPAIO,5644.0,69.94,8.58,4.29,6.43
RN,DOUTOR SEVERIANO,9850.0,83.26,9.08,3.76,6.42
PE,JUCATI,15974.0,81.2,2.94,9.9,6.42
BA,SÃO JOSÉ DO JACUÍPE,13170.0,71.56,10.21,2.61,6.41
PE,FLORESTA,37642.0,84.41,11.47,1.34,6.41
MG,PEÇANHA,18076.0,58.11,2.33,10.46,6.4
BA,MORTUGABA,14054.0,58.66,8.51,4.28,6.4
MG,SÃO JOÃO EVANGELISTA,17976.0,65.07,3.95,8.82,6.39
PR,NOSSA SENHORA DAS GRAÇAS,5076.0,57.57,7.25,5.52,6.38
PB,DONA INÊS,14262.0,80.84,4.61,8.12,6.37
CE,ITAPAJÉ,64352.0,60.94,5.86,6.88,6.37
SE,SÃO MIGUEL DO ALEIXO,6424.0,73.94,6.23,6.51,6.37
MG,JANAÚBA,81646.0,50.61,4.13,8.61,6.37
MA,SANTANA DO MARANHÃO,11902.0,81.0,8.17,4.57,6.37
PI,SÃO JOÃO DA VARJOTA,6336.0,73.42,4.17,8.55,6.36
MA,COROATÁ,66170.0,70.47,6.13,6.59,6.36
AM,SILVES,13040.0,77.44,7.06,5.66,6.36
RN,FRUTUOSO GOMES,6666.0,79.48,7.92,4.8,6.36
CE,MILAGRES,35044.0,87.17,10.02,2.68,6.35
PE,CABROBÓ,40386.0,78.24,2.07,10.6,6.33
CE,NOVO ORIENTE,35256.0,80.78,3.26,9.39,6.33
MG,MANGA,22734.0,61.06,4.67,8.0,6.33
PI,CAMPO ALEGRE DO FIDALGO,7490.0,85.34,10.52,2.11,6.32
PB,PIANCÓ,19966.0,72.59,6.92,5.69,6.31
PI,DOM EXPEDITO LOPES,10820.0,80.66,10.33,2.29,6.31
AM,TEFÉ,67542.0,59.49,7.88,4.72,6.3
MG,JURAMENTO,7254.0,69.44,3.47,9.13,6.3
PI,LAGOA DO SÍTIO,7406.0,82.05,9.67,2.92,6.29
AL,SANTANA DO MUNDAÚ,13366.0,73.37,3.5,9.08,6.29
MG,SANTO ANTÔNIO DO RETIRO,9094.0,69.41,1.54,11.04,6.29
AL,SENADOR RUI PALMEIRA,13456.0,76.0,2.42,10.17,6.29
BA,NOVO TRIUNFO,12460.0,80.02,3.88,8.67,6.28
PB,MASSARANDUBA,19454.0,67.87,8.18,4.38,6.28
MG,VARZELÂNDIA,22046.0,68.96,1.98,10.58,6.28
BA,BOA VISTA DO TUPIM,22040.0,67.71,7.0,5.55,6.27
PE,CAMOCIM DE SÃO FÉLIX,24618.0,69.18,8.7,3.82,6.26
MG,PESCADOR,4760.0,69.34,2.86,9.66,6.26
MG,MORRO DO PILAR,5502.0,59.5,7.96,4.54,6.25
RN,VIÇOSA,3024.0,76.76,9.06,3.44,6.25
PE,VICÊNCIA,34576.0,62.67,9.83,2.66,6.24
BA,CARAÍBAS,13152.0,75.97,5.92,6.54,6.23
PI,CONCEIÇÃO DO CANINDÉ,7690.0,82.86,11.21,1.25,6.23
PR,PLANALTINA DO PARANÁ,5370.0,56.56,5.55,6.89,6.22
PR,GOIOXIM,8540.0,56.06,9.6,2.83,6.22
MG,LAGOA DOURADA,17268.0,50.05,3.24,9.2,6.22
PE,TAMANDARÉ,29304.0,62.24,9.5,2.89,6.2
BA,OLINDINA,29860.0,82.1,7.05,5.34,6.2
SE,TOBIAS BARRETO,66954.0,65.32,8.16,4.22,6.19
PE,SANTA MARIA DO CAMBUCÁ,17808.0,66.39,5.36,6.99,6.17
BA,IBICOARA,24884.0,64.73,9.09,3.24,6.16
PI,JARDIM DO MULATO,7044.0,75.98,9.68,2.64,6.16
MG,SANTO HIPÓLITO,4254.0,72.16,8.65,3.67,6.16
RN,ÁGUA NOVA,4666.0,86.33,8.92,3.39,6.15
MT,PONTE BRANCA,2916.0,59.68,8.71,3.57,6.14
MG,ARGIRITA,4636.0,66.55,8.33,3.93,6.13
MG,RIO VERMELHO,12884.0,65.48,4.52,7.73,6.12
MG,RAUL SOARES,27598.0,54.72,5.31,6.93,6.12
BA,ÉRICO CARDOSO,12784.0,76.99,3.97,8.24,6.11
RS,SÃO MIGUEL DAS MISSÕES,9660.0,52.48,3.83,8.39,6.11
CE,MONSENHOR TABOSA,22698.0,79.65,9.67,2.56,6.11
MG,VARGEM ALEGRE,8642.0,50.8,7.41,4.79,6.1
PE,OURICURI,74388.0,84.53,4.2,7.97,6.09
PE,TRIUNFO,18788.0,81.21,8.49,3.69,6.09
BA,IBITITÁ,25150.0,79.82,9.57,2.59,6.08
MG,SÃO GONÇALO DO RIO ABAIXO,18206.0,59.66,5.54,6.62,6.08
BA,ITARANTIM,21474.0,53.34,6.48,5.65,6.07
RN,ANTÔNIO MARTINS,9708.0,84.78,10.34,1.79,6.07
PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,13894.0,71.17,7.74,4.38,6.06
PE,MACAPARANA,30326.0,64.62,10.78,1.31,6.04
MG,CÔNEGO MARINHO,8906.0,81.25,5.95,6.13,6.04
PI,RIACHO FRIO,6684.0,86.2,5.95,6.1,6.03
RS,LAGOÃO,7606.0,54.9,2.29,9.78,6.03
BA,ITAGUAÇU DA BAHIA,16682.0,81.73,8.16,3.88,6.02
CE,CAMPOS SALES,31276.0,84.92,9.43,2.59,6.01
MG,CORONEL MURTA,10722.0,69.58,6.29,5.73,6.01
AL,SÃO SEBASTIÃO,39222.0,68.36,4.12,7.89,6.0
MG,RESSAQUINHA,7240.0,60.13,5.0,6.99,5.99
BA,BOA NOVA,18156.0,82.13,6.97,4.98,5.98
CE,PIQUET CARNEIRO,19394.0,85.32,8.63,3.33,5.98
CE,SÃO JOÃO DO JAGUARIBE,9790.0,77.7,4.54,7.4,5.97
CE,SENADOR POMPEU,33548.0,66.01,7.66,4.27,5.96
BA,SANTA LUZIA,12824.0,66.43,7.39,4.49,5.94
MG,PONTE NOVA,72034.0,62.09,5.81,6.06,5.94
PB,SÃO JOSÉ DOS RAMOS,8918.0,72.39,9.22,2.62,5.92
CE,URUOCA,17980.0,78.96,5.11,6.69,5.9
MG,SERRA AZUL DE MINAS,4658.0,71.11,6.7,5.11,5.9
PB,NOVA OLINDA,7826.0,81.06,7.23,4.52,5.88
MG,MADRE DE DEUS DE MINAS,7224.0,54.1,4.26,7.5,5.88
MG,CLARO DOS POÇÕES,11766.0,53.33,3.47,8.28,5.87
BA,CONCEIÇÃO DO COITÉ,88510.0,58.9,8.07,3.64,5.86
TO,SÃO BENTO DO TOCANTINS,7238.0,76.01,10.56,1.16,5.86
MG,FREI GASPAR,7794.0,66.14,4.41,7.29,5.85
PE,ITACURUBA,7134.0,83.74,8.69,2.97,5.83
PE,CUSTÓDIA,42716.0,85.04,8.9,2.73,5.82
MG,PADRE PARAÍSO,18660.0,56.69,2.93,8.7,5.81
MG,LUISLÂNDIA,9152.0,78.89,4.9,6.73,5.81
MG,SÃO PEDRO DOS FERROS,9278.0,58.61,3.64,7.95,5.8
PI,AROEIRAS DO ITAIM,6650.0,83.21,10.8,0.81,5.8
MG,IBIRACATU,8006.0,75.98,1.12,10.47,5.8
MG,RUBIM,9832.0,67.43,4.07,7.51,5.79
BA,CONCEIÇÃO DO ALMEIDA,24226.0,78.82,7.07,4.48,5.77
PB,SERRA GRANDE,4872.0,87.85,6.69,4.8,5.75
RN,SÃO FRANCISCO DO OESTE,6482.0,78.66,7.78,3.73,5.75
RN,MONTE DAS GAMELEIRAS,4570.0,78.99,4.33,7.18,5.75
PI,CARACOL,13068.0,82.23,9.78,1.68,5.73
BA,ENCRUZILHADA,23396.0,72.93,6.09,5.37,5.73
PI,SANTO INÁCIO DO PIAUÍ,5576.0,82.5,9.04,2.4,5.72
TO,RIO SONO,6896.0,53.81,4.29,7.13,5.71
BA,JIQUIRIÇÁ,17446.0,75.17,8.83,2.59,5.71
MG,CANÁPOLIS,13286.0,55.52,5.55,5.87,5.71
GO,NOVA AURORA,3520.0,61.13,8.86,2.56,5.71
BA,BARRA DO CHOÇA,44660.0,75.51,4.18,7.24,5.71
PB,JURIPIRANGA,16274.0,66.74,3.9,7.52,5.71
MG,FORMOSO,8942.0,58.12,7.54,3.87,5.7
PB,MOGEIRO,17466.0,67.66,5.6,5.74,5.67
BA,MARCIONÍLIO SOUZA,11518.0,74.9,8.99,2.31,5.65
CE,SENADOR SÁ,11018.0,70.99,8.8,2.49,5.65
MG,JECEABA,9694.0,57.17,5.22,6.09,5.65
CE,ERERÉ,8724.0,84.25,3.3,7.96,5.63
MG,MINAS NOVAS,27818.0,73.01,2.8,8.46,5.63
BA,PIATÃ,25832.0,72.47,7.56,3.69,5.62
PE,ÁGUAS BELAS,48176.0,75.03,9.36,1.87,5.61
AM,HUMAITÁ,48766.0,50.52,4.76,6.46,5.61
CE,GUARACIABA DO NORTE,50944.0,74.39,5.72,5.51,5.61
PE,BONITO,48942.0,62.64,6.91,4.28,5.6
RS,VILA NOVA DO SUL,5908.0,54.75,5.15,6.03,5.59
CE,ARARIPE,26356.0,88.65,9.32,1.82,5.57
PR,SANTO INÁCIO,7648.0,50.41,9.73,1.41,5.57
AM,SÃO PAULO DE OLIVENÇA,29812.0,81.39,5.4,5.75,5.57
RN,SÃO MIGUEL,27788.0,78.99,8.41,2.73,5.57
PB,JUNCO DO SERIDÓ,9418.0,71.77,2.78,8.37,5.57
MG,DIVISA NOVA,7758.0,59.14,3.61,7.53,5.57
CE,BARRO,25486.0,85.4,8.22,2.91,5.56
MG,SÃO JOSÉ DA SAFIRA,5504.0,52.46,1.67,9.45,5.56
MG,MERCÊS,13604.0,55.57,5.35,5.78,5.56
PE,AGRESTINA,32904.0,72.69,7.57,3.52,5.55
MA,MARAJÁ DO SENA,9362.0,69.16,3.78,7.33,5.55
AL,PIRANHAS,27892.0,82.07,2.19,8.9,5.54
PB,CAMALAÚ,9772.0,87.43,9.58,1.49,5.54
MG,INDAIABIRA,8450.0,53.54,2.11,8.97,5.54
MG,BURITIZEIRO,28626.0,52.37,4.33,6.71,5.52
MG,MONJOLOS,3212.0,52.39,2.93,8.09,5.51
PR,IMBAÚ,13876.0,51.41,5.16,5.85,5.51
MG,DIVINÉSIA,7308.0,68.17,4.13,6.9,5.51
PB,IGARACY,8542.0,76.91,4.78,6.23,5.5
BA,RIBEIRÃO DO LARGO,12386.0,71.8,4.02,6.96,5.49
MG,CÓRREGO NOVO,5350.0,65.51,7.81,3.14,5.48
TO,BOM JESUS DO TOCANTINS,5310.0,55.06,6.29,4.67,5.48
MG,PADRE CARVALHO,6346.0,63.12,2.3,8.64,5.47
CE,GRAÇA,19080.0,87.41,7.94,3.0,5.47
PE,BREJO DA MADRE DE DEUS,52848.0,64.59,8.47,2.47,5.47
MG,DIVINO,23578.0,52.53,5.11,5.83,5.47
CE,MIRAÍMA,19154.0,82.64,7.0,3.92,5.46
CE,NOVA OLINDA,19944.0,80.01,4.5,6.37,5.44
BA,PIRAÍ DO NORTE,10970.0,77.44,9.5,1.37,5.43
BA,ITAETÉ,16472.0,66.84,6.82,4.01,5.42
MG,MATIPÓ,22776.0,51.73,3.13,7.68,5.4
PI,SEBASTIÃO BARROS,6934.0,83.98,8.42,2.37,5.39
PI,FRANCISCO AYRES,7214.0,79.68,2.16,8.62,5.39
MA,LAGO VERDE,18594.0,78.34,8.07,2.72,5.39
PR,SANTA MÔNICA,4382.0,50.46,1.64,9.13,5.39
PE,VENTUROSA,22436.0,77.35,6.59,4.18,5.38
BA,IPIAÚ,49586.0,62.37,5.43,5.34,5.38
MG,MATERLÂNDIA,5592.0,72.03,3.08,7.69,5.38
PB,PRATA,6672.0,79.04,6.62,4.11,5.37
PB,ALAGOA NOVA,25582.0,75.38,6.18,4.53,5.36
RN,RIACHO DE SANTANA,6248.0,85.91,7.94,2.78,5.36
BA,NOVA IBIÁ,8166.0,62.53,8.82,1.91,5.36
CE,LAVRAS DA MANGABEIRA,36484.0,81.81,6.9,3.82,5.36
BA,IBIPEBA,22002.0,83.49,8.48,2.23,5.35
RN,TENENTE ANANIAS,12894.0,77.58,5.54,5.15,5.34
PE,VERTENTES,26418.0,65.71,6.37,4.31,5.34
MG,RIO DOCE,4060.0,59.27,5.22,5.47,5.34
PB,SANTANA DE MANGUEIRA,7010.0,86.25,8.42,2.25,5.34
MG,SANTANA DE PIRAPAMA,11422.0,55.19,4.73,5.92,5.32
PI,BONFIM DO PIAUÍ,8182.0,91.61,7.94,2.69,5.32
MG,ALMENARA,43968.0,67.89,5.41,5.19,5.3
RN,JANDAÍRA,9638.0,64.93,7.51,3.09,5.3
PB,SÃO SEBASTIÃO DO UMBUZEIRO,5116.0,87.64,7.7,2.89,5.3
PE,SERRITA,24376.0,86.08,3.72,6.88,5.3
BA,PLANALTO,31232.0,64.87,3.34,7.25,5.29
PB,JUAZEIRINHO,21472.0,72.25,5.66,4.92,5.29
MG,SÃO FRANCISCO,56810.0,63.83,4.49,6.07,5.28
RN,PEDRA GRANDE,6686.0,65.83,7.09,3.47,5.28
MG,PIEDADE DO RIO GRANDE,6180.0,63.68,4.66,5.89,5.28
MG,CAJURI,7518.0,67.4,4.07,6.49,5.28
MG,SANTA EFIGÊNIA DE MINAS,5278.0,60.77,2.54,8.0,5.27
MG,BARRA LONGA,8792.0,67.8,3.8,6.73,5.27
BA,TANQUE NOVO,23046.0,81.36,2.59,7.94,5.27
BA,MASCOTE,13812.0,74.19,7.27,3.26,5.26
PB,MONTE HOREBE,6066.0,83.16,6.82,3.69,5.26
MG,ATALÉIA,15354.0,66.44,4.91,5.6,5.26
MA,SANTA RITA,38538.0,72.77,6.65,3.87,5.26
PR,BOM SUCESSO,8590.0,50.8,7.66,2.82,5.24
MA,LAGOA GRANDE DO MARANHÃO,14594.0,70.62,6.95,3.52,5.24
MG,VEREDINHA,7500.0,73.63,2.11,8.35,5.23
CE,MISSÃO VELHA,47768.0,80.49,6.57,3.9,5.23
CE,GROAÍRAS,14986.0,64.4,6.54,3.9,5.22
MG,JACINTO,13074.0,64.69,2.91,7.53,5.22
BA,FIRMINO ALVES,7620.0,59.45,4.17,6.25,5.21
PE,BELÉM DO SÃO FRANCISCO,24322.0,81.59,4.03,6.39,5.21
TO,GOIATINS,13256.0,65.07,6.64,3.77,5.21
PB,ALCANTIL,8136.0,56.8,1.82,8.58,5.2
RS,FONTOURA XAVIER,13250.0,52.0,6.49,3.91,5.2
AM,CARAUARI,28164.0,75.4,2.09,8.29,5.19
BA,UBATÃ,18558.0,63.27,5.74,4.62,5.18
AL,LAGOA DA CANOA,23864.0,65.5,1.6,8.75,5.18
MG,PINTÓPOLIS,8530.0,75.89,5.21,5.16,5.18
CE,UBAJARA,41588.0,59.74,6.73,3.62,5.17
MG,SANTO ANTÔNIO DO AVENTUREIRO,5800.0,52.85,4.66,5.69,5.17
MG,GURINHATÃ,7244.0,52.15,5.83,4.47,5.15
BA,IPUPIARA,13548.0,66.27,2.47,7.84,5.15
BA,BELO CAMPO,24346.0,73.17,5.78,4.53,5.15
RN,CORONEL JOÃO PESSOA,6500.0,82.43,7.82,2.46,5.14
PB,MATINHAS,7164.0,82.21,6.73,3.55,5.14
MG,CARBONITA,11550.0,60.99,3.24,7.01,5.13
TO,TUPIRAMA,3080.0,53.44,6.49,3.77,5.13
MG,RIO ESPERA,8480.0,59.63,2.78,7.45,5.12
PB,SÃO JOSÉ DOS CORDEIROS,5550.0,78.53,6.38,3.86,5.12
MG,MONTE FORMOSO,5698.0,77.67,1.79,8.42,5.11
PE,SÃO JOSÉ DO BELMONTE,40270.0,84.96,6.09,4.11,5.1
MG,CONCEIÇÃO DE IPANEMA,6588.0,51.77,7.44,2.76,5.1
MG,ARAPONGA,10698.0,69.41,4.19,6.02,5.1
RS,MARIANO MORO,3624.0,53.4,5.13,5.08,5.1
CE,PEREIRO,22486.0,83.7,3.06,7.14,5.1
AL,JUNDIÁ,6600.0,59.16,1.3,8.88,5.09
MG,SANTA RITA DE IBITIPOCA,5208.0,71.07,6.18,3.99,5.09
MG,ACAIACA,5322.0,62.95,2.67,7.48,5.07
MG,SÃO GERALDO,11406.0,65.42,3.61,6.52,5.07
BA,PIRITIBA,22362.0,73.83,6.05,4.07,5.06
MG,SÃO JOSÉ DO JACURI,7740.0,70.99,1.99,8.11,5.05
CE,UMIRIM,24922.0,74.0,5.63,4.48,5.05
PB,CURRAL VELHO,3650.0,65.4,6.85,3.23,5.04
MG,CARLOS CHAGAS,22422.0,59.62,2.87,7.21,5.04
MG,NINHEIRA,11216.0,66.64,2.48,7.6,5.04
TO,WANDERLÂNDIA,11082.0,54.92,6.93,3.16,5.04
PB,SANTA LUZIA,19898.0,67.6,6.24,3.81,5.03
MG,URUCÂNIA,13486.0,59.58,2.97,7.1,5.03
MG,MEDINA,23104.0,58.03,6.03,4.03,5.03
MG,PIRANGUINHO,11524.0,50.74,4.55,5.47,5.01
AL,GIRAU DO PONCIANO,40566.0,78.58,4.15,5.85,5.0
MG,BERILO,11676.0,72.0,4.23,5.76,4.99
MG,INGAÍ,4270.0,50.48,6.23,3.75,4.99
PB,CACIMBA DE DENTRO,21198.0,70.1,3.37,6.6,4.99
AL,PINDOBA,4300.0,67.98,1.49,8.47,4.98
CE,ARATUBA,19350.0,72.67,4.63,5.3,4.97
AL,QUEBRANGULO,15278.0,64.17,3.3,6.6,4.95
PE,JOAQUIM NABUCO,20210.0,64.32,6.82,3.08,4.95
RS,BRAGA,4666.0,59.79,3.39,6.52,4.95
RN,LUCRÉCIA,5780.0,82.17,8.72,1.18,4.95
PI,ANTÔNIO ALMEIDA,4764.0,73.79,4.11,5.75,4.93
PR,QUERÊNCIA DO NORTE,13096.0,53.18,7.77,2.05,4.91
PE,SERRA TALHADA,97762.0,73.68,6.67,3.08,4.88
MA,CAJAPIÓ,14304.0,87.55,4.84,4.92,4.88
MG,FELÍCIO DOS SANTOS,6674.0,62.93,2.16,7.58,4.87
BA,NOVA CANAÃ,18622.0,71.4,3.86,5.89,4.87
MG,SENHORA DO PORTO,4546.0,71.28,3.87,5.85,4.86
PR,DIAMANTE D OESTE,6006.0,55.96,5.89,3.83,4.86
AL,CAMPO GRANDE,13738.0,77.14,1.98,7.72,4.85
PI,SANTA FILOMENA,8260.0,67.94,3.9,5.81,4.85
CE,ICÓ,77142.0,77.11,7.63,2.07,4.85
MG,GAMELEIRAS,7014.0,60.61,4.36,5.3,4.83
BA,RETIROLÂNDIA,20406.0,74.09,6.96,2.68,4.82
BA,ELÍSIO MEDRADO,11798.0,70.41,5.02,4.63,4.82
MG,BOCAINA DE MINAS,7060.0,56.78,4.08,5.55,4.82
MG,FELISBURGO,7654.0,69.73,4.18,5.44,4.81
BA,PINDOBAÇU,24986.0,63.75,2.87,6.75,4.81
CE,CAMOCIM,77310.0,68.42,7.09,2.53,4.81
PB,SÃO JOSÉ DA LAGOA TAPADA,10860.0,76.48,7.09,2.5,4.8
PI,LAGOINHA DO PIAUÍ,5024.0,75.63,4.5,5.1,4.8
TO,LUZINÓPOLIS,4132.0,67.76,8.42,1.16,4.79
PI,DOMINGOS MOURÃO,6680.0,86.46,1.89,7.66,4.78
MA,BOM LUGAR,17660.0,72.9,7.11,2.46,4.78
CE,FRECHEIRINHA,21080.0,69.43,5.13,4.4,4.77
MG,CAIANA,6640.0,56.68,2.11,7.41,4.76
MG,TOCANTINS,21564.0,50.3,2.88,6.62,4.75
MG,SÃO FRANCISCO DO GLÓRIA,6796.0,52.99,4.21,5.27,4.74
BA,LICÍNIO DE ALMEIDA,15666.0,69.21,7.26,2.22,4.74
BA,RIO REAL,44518.0,70.56,3.63,5.84,4.73
PE,POÇÃO,15674.0,84.6,6.14,3.32,4.73
MG,LEOPOLDINA,63576.0,55.0,4.48,4.94,4.71
RN,PASSAGEM,6152.0,58.57,6.89,2.5,4.7
BA,MACAJUBA,14652.0,73.61,4.9,4.48,4.69
CE,MAURITI,55342.0,72.3,7.06,2.32,4.69
CE,TEJUÇUOCA,25072.0,76.65,4.37,4.95,4.66
MG,DONA EUSÉBIA,9364.0,56.01,4.7,4.61,4.66
PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,7900.0,71.41,1.85,7.47,4.66
PI,CAMPINAS DO PIAUÍ,8278.0,90.44,5.7,3.6,4.65
BA,CONDE,28504.0,75.87,5.47,3.83,4.65
MA,TURILÂNDIA,22092.0,75.59,5.5,3.78,4.64
BA,ITAGIBÁ,18416.0,63.73,3.62,5.64,4.63
PE,MIRANDIBA,17956.0,78.02,3.8,5.46,4.63
MG,GUIDOVAL,10520.0,54.54,3.92,5.32,4.62
MG,NOVO CRUZEIRO,30146.0,70.54,2.29,6.96,4.62
MG,TAPARUBA,5634.0,50.68,3.16,6.07,4.61
PR,FIGUEIRA,10130.0,54.91,6.0,3.22,4.61
CE,SANTANA DO ACARAÚ,42018.0,78.24,4.6,4.6,4.6
AL,DOIS RIACHOS,13492.0,74.36,1.13,8.06,4.6
CE,MILHÃ,18014.0,82.06,3.36,5.84,4.6
PR,INAJÁ,3858.0,60.06,5.6,3.58,4.59
BA,IGUAÍ,27536.0,66.25,5.14,4.05,4.59
MA,OLINDA NOVA DO MARANHÃO,15652.0,83.07,5.24,3.95,4.59
TO,TUPIRATINS,2856.0,62.76,3.5,5.67,4.59
MG,URUCUIA,10828.0,57.67,2.7,6.46,4.58
MG,SETUBINHA,11570.0,79.91,4.08,5.08,4.58
RS,CERRO GRANDE,4218.0,57.33,2.94,6.21,4.58
CE,SANTA QUITÉRIA,54400.0,79.64,5.92,3.22,4.57
BA,SANTA CRUZ DA VITÓRIA,6802.0,53.68,2.97,6.17,4.57
