SG_UF,NM_MUNICIPIO,num_eleitores,perc_lula,perc_votos_mulheres_fed,perc_votos_mulheres_est,perc_votos_mulheres_total
MG,CAREAÇU,8032.0,34.9,2.56,7.82,5.19
RS,PARAÍSO DO SUL,9184.0,31.91,2.92,7.45,5.18
RS,DILERMANDO DE AGUIAR,4896.0,46.27,4.0,6.33,5.17
SP,BIRITIBA MIRIM,33532.0,35.12,5.46,4.87,5.17
PR,CAMPINA DA LAGOA,18948.0,34.34,4.64,5.67,5.16
RS,SÃO JOÃO DO POLÊSINE,4200.0,31.18,5.0,5.29,5.14
RS,TUPANDI,7468.0,17.27,3.86,6.43,5.14
MT,RIBEIRÃOZINHO,3348.0,40.7,6.69,3.52,5.11
PR,PAULA FREITAS,7446.0,38.32,6.93,3.28,5.1
MG,SÃO ROQUE DE MINAS,8626.0,19.42,6.17,4.03,5.1
PR,CURIÚVA,16374.0,43.05,6.24,3.93,5.09
PR,QUATRO PONTES,6558.0,14.78,7.38,2.81,5.09
SP,IGARATÁ,12558.0,33.21,3.87,6.31,5.09
PR,BOA ESPERANÇA,6278.0,21.9,4.71,5.42,5.07
PA,SANTANA DO ARAGUAIA,34072.0,31.45,5.99,4.16,5.07
MG,BARROSO,28022.0,48.4,3.64,6.49,5.07
PR,PAULO FRONTIN,9430.0,37.96,6.36,3.75,5.06
PR,ICARAÍMA,11110.0,35.5,3.38,6.71,5.05
PR,IVATÉ,9022.0,35.89,3.59,6.52,5.05
MG,SANTA BÁRBARA DO LESTE,11354.0,45.59,4.54,5.55,5.05
RS,MONTE ALEGRE DOS CAMPOS,4972.0,33.19,3.82,6.28,5.05
PE,SANTA CRUZ DO CAPIBARIBE,106238.0,42.91,7.23,2.82,5.02
PR,DIAMANTE DO NORTE,6942.0,32.91,6.02,4.0,5.01
MG,SANTANA DE CATAGUASES,5372.0,49.17,5.32,4.69,5.01
MG,GALILÉIA,7498.0,38.75,3.41,6.62,5.01
RS,MATO CASTELHANO,4642.0,21.15,5.3,4.7,5.0
PR,TUPÃSSI,10314.0,20.71,6.71,3.3,5.0
MG,AREADO,18412.0,38.19,4.27,5.69,4.98
RS,NOVA PALMA,8734.0,41.38,3.69,6.25,4.97
MG,TOMBOS,11102.0,49.95,5.33,4.59,4.96
MG,SANTA ROSA DA SERRA,4856.0,42.08,3.75,6.14,4.94
GO,RIALMA,14060.0,28.86,7.74,2.13,4.94
PR,CIANORTE,91240.0,23.73,5.44,4.43,4.94
PR,RAMILÂNDIA,5504.0,41.55,5.12,4.69,4.91
MG,VIRGÍNIA,11692.0,46.9,1.21,8.6,4.91
PR,ASSIS CHATEAUBRIAND,43566.0,29.99,6.25,3.54,4.89
PR,IBEMA,7908.0,41.87,7.16,2.58,4.87
RS,NOVA ESPERANÇA DO SUL,7144.0,46.62,2.77,6.97,4.87
PR,SANTA HELENA,34232.0,33.97,6.48,3.24,4.86
MG,TRÊS PONTAS,72484.0,49.3,4.23,5.43,4.83
PR,PALOTINA,39920.0,22.08,6.08,3.55,4.82
RS,MARAU,53038.0,26.17,4.3,5.33,4.82
MG,PEDRA DO INDAIÁ,5884.0,40.46,5.13,4.45,4.79
MG,SARDOÁ,6606.0,48.83,1.91,7.66,4.78
PR,JAPURÁ,11792.0,25.76,2.41,7.16,4.78
MG,LARANJAL,9052.0,47.25,5.15,4.4,4.77
MG,CANDEIAS,18620.0,44.54,4.76,4.77,4.76
PR,CATANDUVAS,11132.0,34.39,7.8,1.72,4.76
RS,VILA LÂNGARO,3736.0,21.08,4.93,4.55,4.74
PR,JURANDA,9922.0,32.16,5.83,3.65,4.74
MG,PERDIGÃO,13140.0,20.59,4.22,5.27,4.74
GO,SÃO PATRÍCIO,3782.0,32.4,6.56,2.91,4.73
PR,ENTRE RIOS DO OESTE,6186.0,25.53,5.98,3.46,4.72
PR,SÃO JORGE DO PATROCÍNIO,8266.0,29.92,1.77,7.67,4.72
GO,BOM JESUS DE GOIÁS,26130.0,39.12,3.92,5.51,4.71
PR,ENGENHEIRO BELTRÃO,16670.0,35.77,3.9,5.51,4.7
AL,NOVO LINO,14562.0,44.43,1.37,8.01,4.69
RS,SANTA CECÍLIA DO SUL,3136.0,20.1,4.15,5.23,4.69
RS,ARATIBA,10742.0,33.05,5.68,3.69,4.68
GO,SANTA HELENA DE GOIÁS,46570.0,41.41,7.3,2.06,4.68
MG,BANDEIRA DO SUL,8300.0,36.84,2.55,6.8,4.67
MG,ORIZÂNIA,9966.0,48.83,6.32,2.99,4.66
MG,ITAPEVA,12926.0,32.33,3.39,5.93,4.66
MG,ELÓI MENDES,32016.0,39.56,3.64,5.67,4.65
RS,PUTINGA,6022.0,14.92,2.86,6.44,4.65
MS,DOURADINA,8162.0,30.46,4.31,4.9,4.61
MG,ALVARENGA,6812.0,49.56,5.67,3.55,4.61
MG,VARGEM GRANDE DO RIO PARDO,6300.0,39.68,5.49,3.71,4.6
PR,PARANAVAÍ,101696.0,28.03,4.39,4.77,4.58
RS,JARI,4728.0,45.21,3.6,5.54,4.57
RS,SANTA TEREZA,3008.0,19.79,5.85,3.26,4.55
MG,LAMBARI,26558.0,29.48,4.53,4.58,4.55
PR,CAFELÂNDIA,21474.0,26.15,5.91,3.17,4.54
PR,PÉROLA,14480.0,35.86,3.44,5.64,4.54
MG,LAJINHA,24430.0,42.69,3.91,5.15,4.53
MG,SÃO BENTO ABADE,6528.0,47.8,1.41,7.66,4.53
PA,FLORESTA DO ARAGUAIA,21792.0,43.85,6.45,2.59,4.52
PR,JABOTI,6920.0,41.01,6.21,2.8,4.51
RS,SILVEIRA MARTINS,3678.0,40.21,5.06,3.97,4.51
MG,CRISTAIS,13334.0,46.81,4.42,4.6,4.51
TO,PRESIDENTE KENNEDY,4460.0,44.92,3.05,5.96,4.51
PR,SANTA CRUZ DE MONTE CASTELO,10750.0,40.27,4.93,4.07,4.5
PR,TERRA ROXA,21754.0,23.58,4.68,4.32,4.5
MG,GUAPÉ,16612.0,31.77,3.19,5.79,4.49
MG,SÃO JOSÉ DA VARGINHA,5922.0,48.67,2.7,6.28,4.49
RS,PINTO BANDEIRA,4076.0,11.66,3.48,5.45,4.47
MG,MATA VERDE,10312.0,49.94,7.35,1.59,4.47
RS,SANTO AUGUSTO,18374.0,34.73,4.07,4.88,4.47
MG,NOVA SERRANA,96940.0,23.85,3.8,5.13,4.46
MG,JURUAIA,14732.0,35.9,2.31,6.57,4.44
MG,TAIOBEIRAS,39716.0,37.39,2.16,6.7,4.43
MG,POÇO FUNDO,20834.0,49.3,2.29,6.55,4.42
MG,BRAZÓPOLIS,19156.0,41.89,4.18,4.66,4.42
MG,CAPIM BRANCO,13244.0,40.01,5.15,3.7,4.42
PR,ARIRANHA DO IVAÍ,3844.0,47.5,7.7,1.14,4.42
PR,CORBÉLIA,22802.0,29.09,6.6,2.25,4.42
MG,SÃO GERALDO DA PIEDADE,4992.0,48.35,2.28,6.53,4.41
PR,OURO VERDE DO OESTE,8104.0,29.65,4.57,4.24,4.41
MG,IBITIÚRA DE MINAS,5354.0,20.9,1.23,7.58,4.41
PR,VERA CRUZ DO OESTE,10782.0,32.39,3.99,4.8,4.4
PR,MIRASELVA,3078.0,45.23,6.76,2.01,4.39
PR,MOREIRA SALES,15192.0,37.53,2.54,6.19,4.36
GO,PONTALINA,22750.0,39.54,6.0,2.67,4.33
MG,MONTE SIÃO,29102.0,20.11,3.18,5.48,4.33
MG,ALTO CAPARAÓ,7262.0,23.74,2.64,5.98,4.31
PR,MARIA HELENA,7770.0,40.54,2.08,6.51,4.3
MG,ITAMARATI DE MINAS,5854.0,46.54,5.43,3.18,4.3
MG,IGARATINGA,13138.0,33.53,3.26,5.33,4.29
MG,JACUTINGA,29170.0,23.87,2.93,5.64,4.29
MG,SÃO JOSÉ DO ALEGRE,5934.0,38.54,2.83,5.73,4.28
MG,CONCEIÇÃO DA APARECIDA,12848.0,44.29,2.23,6.34,4.28
MG,CAMPOS GERAIS,31308.0,39.83,4.15,4.4,4.27
MG,CAPARAÓ,6834.0,30.11,1.52,6.99,4.26
PR,SALTO DO ITARARÉ,6898.0,48.77,6.76,1.77,4.26
MG,SÃO JOÃO BATISTA DO GLÓRIA,9922.0,38.34,2.5,5.97,4.23
PR,MANOEL RIBAS,17484.0,27.94,4.8,3.61,4.21
MG,ESTIVA,15366.0,37.98,2.69,5.69,4.19
SP,BORACÉIA,5835.0,33.69,6.75,1.69,4.18
RS,SÃO MARTINHO DA SERRA,4912.0,37.58,4.64,3.71,4.17
MG,PASSABÉM,2856.0,35.92,4.2,4.06,4.13
PR,DIAMANTE DO SUL,4980.0,45.52,6.22,2.01,4.12
PR,TAPIRA,7520.0,41.05,2.9,5.35,4.12
MS,SANTA RITA DO PARDO,7562.0,43.05,5.18,3.02,4.1
MG,VARGEM BONITA,3890.0,40.01,2.93,5.24,4.09
GO,CORUMBAÍBA,10588.0,41.33,6.67,1.49,4.08
MG,SÃO JOÃO DA MATA,4756.0,43.27,2.69,5.47,4.08
GO,ÁGUA LIMPA,3660.0,40.74,7.16,0.98,4.07
PR,FLORAÍ,7492.0,34.37,4.48,3.6,4.04
MG,DORES DE CAMPOS,13538.0,46.75,3.13,4.93,4.03
RS,AGUDO,22052.0,37.03,4.2,3.84,4.02
PR,TOMAZINA,10368.0,40.84,5.46,2.58,4.02
PR,BRAGANEY,7224.0,42.15,5.43,2.6,4.01
PR,CIDADE GAÚCHA,14100.0,44.35,3.13,4.85,3.99
PR,PINHALÃO,8902.0,43.35,4.54,3.44,3.99
SP,PARISI,4043.0,29.87,4.31,3.61,3.96
MG,DOM BOSCO,5418.0,46.66,3.88,4.02,3.95
RS,SEVERIANO DE ALMEIDA,5818.0,35.4,4.81,3.09,3.95
MG,BOM JESUS DO GALHO,18978.0,46.46,4.26,3.63,3.94
MG,SÃO SEBASTIÃO DO RIO PRETO,2698.0,48.38,4.0,3.85,3.93
MG,CHALÉ,8404.0,45.49,1.71,6.12,3.91
MG,SÃO JOSÉ DA BARRA,10238.0,42.02,2.44,5.35,3.9
MG,ARAGUARI,138144.0,33.67,4.05,3.71,3.88
MG,MARIA DA FÉ,19900.0,29.91,3.49,4.24,3.86
MG,CONCEIÇÃO DOS OUROS,14660.0,34.77,3.37,4.31,3.84
MG,ITAMOGI,14236.0,40.7,2.5,5.17,3.84
PR,PATO BRAGADO,7516.0,17.81,5.3,2.37,3.83
PR,BOA VISTA DA APARECIDA,10866.0,36.49,5.61,2.04,3.83
PR,CRUZ MACHADO,22496.0,34.07,3.63,3.98,3.81
PR,TERRA BOA,21326.0,27.95,2.94,4.64,3.79
PR,TUNEIRAS DO OESTE,10464.0,32.11,3.15,4.36,3.76
MG,CASCALHO RICO,5336.0,24.58,3.37,4.12,3.75
RS,MONTAURI,2478.0,19.66,1.29,6.13,3.71
PR,ANAHY,4384.0,46.04,5.84,1.55,3.7
MG,LIMEIRA DO OESTE,9960.0,49.92,1.93,5.48,3.7
PR,TRÊS BARRAS DO PARANÁ,14976.0,36.17,5.1,2.28,3.69
PR,UBIRATÃ,30468.0,25.45,3.49,3.89,3.69
PR,SÃO PEDRO DO IGUAÇU,8018.0,31.19,4.14,3.22,3.68
MG,ITABIRINHA,12532.0,49.14,2.73,4.63,3.68
MG,CONGONHAL,15282.0,34.99,2.49,4.88,3.68
MG,BUENO BRANDÃO,13554.0,24.72,3.41,3.93,3.67
MG,MIRAÍ,16162.0,36.03,4.21,3.13,3.67
MG,SERICITA,10586.0,38.59,2.72,4.61,3.67
MG,SÃO JOÃO DO MANHUAÇU,14586.0,41.09,3.14,4.15,3.65
PR,FLÓRIDA,3974.0,38.61,4.78,2.47,3.62
PR,CAFEZAL DO SUL,6562.0,33.9,1.49,5.73,3.61
RS,MAMPITUBA,4846.0,44.93,4.25,2.97,3.61
MG,VOLTA GRANDE,6194.0,49.62,3.71,3.49,3.6
PR,LOANDA,24752.0,34.73,4.31,2.87,3.59
AL,CORURIPE,60904.0,41.7,3.61,3.55,3.58
MG,JACUÍ,9398.0,27.12,3.17,3.98,3.58
PR,SANTA ISABEL DO IVAÍ,11086.0,26.35,2.78,4.38,3.58
AL,JEQUIÁ DA PRAIA,12666.0,43.56,2.98,4.04,3.51
PR,RANCHO ALEGRE,5052.0,39.24,5.07,1.9,3.48
RS,CAMARGO,4236.0,35.49,3.12,3.82,3.47
RS,PINHAL GRANDE,5868.0,46.69,3.07,3.85,3.46
MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,4678.0,49.1,3.33,3.51,3.42
PR,TAPEJARA,18842.0,38.93,1.7,5.15,3.42
MG,INCONFIDENTES,10234.0,40.18,2.81,4.03,3.42
RS,SANTANA DA BOA VISTA,10168.0,42.88,2.54,4.29,3.41
CE,MARCO,36340.0,48.98,2.8,3.99,3.4
GO,SANTA RITA DO NOVO DESTINO,4410.0,34.69,5.62,1.18,3.4
MG,PIRANGUÇU,7402.0,34.44,2.67,4.13,3.4
PR,PARAÍSO DO NORTE,15898.0,40.38,1.66,5.11,3.38
PR,NOVA AURORA,16498.0,30.14,4.19,2.53,3.36
PR,FRANCISCO ALVES,9382.0,31.17,2.92,3.79,3.36
MG,SÃO SEBASTIÃO DO ANTA,7696.0,45.46,1.35,5.33,3.34
MG,CAPETINGA,8366.0,43.98,3.08,3.59,3.33
PR,MARIPÁ,8522.0,14.68,5.28,1.36,3.32
PR,RIO BRANCO DO IVAÍ,5348.0,43.2,3.93,2.66,3.29
PR,MUNHOZ DE MELO,5570.0,38.67,2.84,3.73,3.29
MG,BOM REPOUSO,15040.0,43.6,2.01,4.55,3.28
MG,OURO FINO,38640.0,25.83,3.43,3.12,3.27
MG,BORDA DA MATA,20738.0,37.74,2.91,3.61,3.26
PR,RONDON,11746.0,32.72,2.76,3.76,3.26
PR,MARQUINHO,6258.0,49.05,4.86,1.63,3.24
MG,DIVINO DAS LARANJEIRAS,6372.0,37.38,1.95,4.52,3.23
RS,RIO DOS ÍNDIOS,4708.0,49.79,3.91,2.55,3.23
PR,GUAPIRAMA,6098.0,49.9,3.74,2.66,3.2
TO,ITAPORÃ DO TOCANTINS,3988.0,44.44,3.21,3.16,3.18
MG,SENADOR AMARAL,8740.0,44.09,1.83,4.39,3.11
MG,SÃO TOMÁS DE AQUINO,8926.0,41.87,2.64,3.54,3.09
MG,SÃO JOÃO DO PARAÍSO,25032.0,48.55,1.95,4.15,3.05
PR,FORMOSA DO OESTE,9806.0,37.84,3.73,2.35,3.04
MG,SÃO PEDRO DA UNIÃO,6656.0,40.18,2.04,4.03,3.03
MG,PEDRA BONITA,9612.0,44.54,1.54,4.52,3.03
MG,ITAPAGIPE,15750.0,43.39,2.83,3.19,3.01
RS,REDENTORA,10320.0,47.92,1.36,4.57,2.97
PR,IGUATU,3316.0,38.89,4.76,1.15,2.96
TO,SANDOLÂNDIA,5430.0,45.1,2.65,3.24,2.95
TO,FIGUEIRÓPOLIS,7234.0,41.76,3.1,2.79,2.94
MG,NATÉRCIA,6480.0,32.05,1.85,3.95,2.9
MG,AGUANIL,6334.0,41.11,1.8,3.82,2.81
MG,SILVIANÓPOLIS,7636.0,36.29,2.04,3.4,2.72
PR,IRACEMA DO OESTE,3782.0,45.2,3.23,2.22,2.72
MG,ESPÍRITO SANTO DO DOURADO,8284.0,40.54,1.71,3.69,2.7
MG,IPUIÚNA,12612.0,44.74,1.54,3.81,2.67
MG,CRISTINA,12664.0,36.84,2.67,2.64,2.65
PR,ÂNGULO,4458.0,33.66,2.69,2.6,2.65
PR,MERCEDES,8208.0,15.77,3.85,1.39,2.62
PR,RANCHO ALEGRE D OESTE,3778.0,44.24,2.86,2.28,2.57
MG,MONTE BELO,17030.0,37.14,1.94,3.16,2.55
MG,DOM VIÇOSO,4842.0,37.7,2.35,2.73,2.54
MG,TURVOLÂNDIA,7202.0,38.22,1.56,3.44,2.5
MG,SÃO JOSÉ DO DIVINO,4808.0,33.01,2.58,2.41,2.5
PR,JESUÍTAS,11990.0,27.88,3.39,1.52,2.45
MG,SENADOR JOSÉ BENTO,3530.0,40.81,2.55,2.32,2.44
MG,SÃO SEBASTIÃO DA BELA VISTA,9016.0,43.94,2.26,2.48,2.37
PR,TAMBOARA,6568.0,39.98,2.22,2.47,2.34
PR,QUARTO CENTENÁRIO,5772.0,33.31,2.46,2.22,2.34
RS,ITAPUCA,2988.0,38.75,2.61,1.87,2.24
MG,SANTA RITA DE CALDAS,11252.0,29.2,1.96,2.42,2.19
MG,SAPUCAÍ-MIRIM,8636.0,35.59,1.3,3.03,2.17
PR,GUAPOREMA,3164.0,49.26,2.15,2.15,2.15
MG,TOLEDO,9912.0,33.62,1.61,2.66,2.14
MG,DESTERRO DO MELO,6080.0,46.93,2.43,1.81,2.12
MG,ALBERTINA,4706.0,22.83,1.74,2.38,2.06
MG,GOIABEIRA,4552.0,38.58,1.67,2.42,2.04
MG,CONSOLAÇÃO,2842.0,46.71,1.76,2.32,2.04
PR,INDIANÓPOLIS,6132.0,40.77,1.4,2.64,2.02
PR,SÃO CARLOS DO IVAÍ,8700.0,36.04,1.49,2.48,1.99
MG,MARMELÓPOLIS,4730.0,46.33,1.18,2.62,1.9
MG,MUNHOZ,9438.0,43.26,1.74,1.97,1.85
PR,ESPERANÇA NOVA,3222.0,32.07,1.18,2.42,1.8
MG,OLÍMPIO NORONHA,4146.0,38.43,1.88,1.59,1.74
PR,SÃO MANOEL DO PARANÁ,3232.0,33.7,2.29,1.18,1.73
MG,TOCOS DO MOJI,6676.0,47.85,1.47,1.83,1.65
MG,CONCEIÇÃO DAS PEDRAS,4354.0,38.49,1.42,1.24,1.33
MG,CUPARAQUE,5708.0,36.07,0.91,1.58,1.24
