SG_UF,NM_MUNICIPIO,num_eleitores,perc_lula,perc_votos_mulheres_fed,perc_votos_mulheres_est,perc_votos_mulheres_total
SC,SÃO CARLOS,14050.0,34.38,28.85,15.4,22.13
GO,MONTIVIDIU,14716.0,28.34,42.97,1.21,22.09
RJ,RIO DE JANEIRO,7564904.0,42.38,20.13,24.02,22.08
PA,SANTARÉM,382800.0,39.54,9.98,34.12,22.05
SC,CORONEL MARTINS,3430.0,46.56,28.05,15.98,22.01
SP,GUZOLÂNDIA,5023.0,45.42,32.22,11.08,22.0
MG,MÁRIO CAMPOS,19966.0,39.73,7.1,36.9,22.0
MG,DIVINÓPOLIS,280852.0,39.48,18.82,25.18,22.0
RS,IVOTI,29088.0,24.08,11.78,32.18,21.98
MG,PIEDADE DE CARATINGA,11752.0,38.78,10.35,33.58,21.96
SP,JUQUITIBA,33166.0,44.56,21.62,22.31,21.96
SP,ITATIBA,115396.0,29.1,18.44,25.34,21.95
SP,SALTO DE PIRAPORA,40957.0,36.44,10.74,34.36,21.94
MG,BELO HORIZONTE,3140722.0,40.83,18.13,25.73,21.93
MT,SERRA NOVA DOURADA,2312.0,32.52,35.99,7.87,21.93
RS,PROTÁSIO ALVES,3284.0,22.9,5.97,37.88,21.92
RS,CAMPO BOM,85982.0,27.84,10.59,33.24,21.92
SP,SÃO SIMÃO,14986.0,35.18,7.68,35.6,21.9
SP,IGARAÇU DO TIETÊ,25369.0,36.02,11.94,32.06,21.88
AC,FEIJÓ,31708.0,47.69,25.61,18.16,21.88
SP,TAUBATÉ,327474.0,29.43,24.53,19.19,21.88
SP,MACEDÔNIA,4420.0,30.18,6.63,37.37,21.86
SC,IMBITUBA,60422.0,36.58,27.34,16.36,21.85
GO,BELA VISTA DE GOIÁS,34990.0,33.88,35.64,8.04,21.84
GO,APORÉ,4632.0,31.05,39.94,3.71,21.83
RS,ARROIO DO MEIO,29134.0,23.1,6.38,37.26,21.82
TO,CHAPADA DE AREIA,3612.0,48.89,35.27,8.36,21.82
SC,SÃO JOÃO DO SUL,11372.0,20.82,37.0,6.61,21.81
PE,TORITAMA,54990.0,47.6,17.82,25.79,21.81
SP,ARAÇATUBA,205065.0,26.65,9.16,34.82,21.81
SC,SANTA ROSA DO SUL,12274.0,24.29,33.16,10.4,21.78
SC,PLANALTO ALEGRE,4738.0,43.48,23.51,20.05,21.78
SP,SÃO PAULO,11868564.0,48.53,22.74,20.8,21.77
SP,SÃO JOSÉ DOS CAMPOS,776939.0,32.85,17.23,26.45,21.77
RS,SAPIRANGA,102366.0,31.75,8.88,34.66,21.77
SC,NOVO HORIZONTE,4320.0,37.92,18.43,25.09,21.76
GO,ITAPIRAPUÃ,10352.0,49.23,36.13,7.4,21.76
RR,ALTO ALEGRE,18568.0,22.36,19.65,23.84,21.74
GO,JATAÍ,108830.0,32.62,34.22,9.24,21.73
SP,TAPIRAÍ,7009.0,32.17,31.41,11.99,21.7
SP,CUBATÃO,129787.0,47.1,20.15,23.21,21.69
SC,TRÊS BARRAS,23348.0,35.26,28.64,14.66,21.65
PA,SANTA ISABEL DO PARÁ,78152.0,49.13,25.06,18.23,21.64
SC,NOVA ERECHIM,6668.0,33.2,31.79,11.46,21.63
MG,ITANHANDU,19846.0,35.07,8.7,34.57,21.63
MT,NOVA UBIRATÃ,11254.0,25.84,29.25,14.0,21.63
SC,RIQUEZA,6704.0,37.8,35.53,7.73,21.63
RO,MACHADINHO D OESTE,33044.0,23.12,36.54,6.7,21.62
SC,CAMPOS NOVOS,41846.0,31.3,27.31,15.92,21.61
SP,ROSANA,17206.0,46.97,16.49,27.25,21.61
MG,UNAÍ,95860.0,35.24,31.7,11.5,21.6
RJ,SÃO JOSÉ DE UBÁ,11880.0,31.15,34.11,9.01,21.56
SC,SÃO BENTO DO SUL,102400.0,19.12,14.35,28.76,21.55
SP,NOVA LUZITÂNIA,3565.0,41.4,6.38,37.32,21.54
SC,CUNHA PORÃ,15104.0,10.48,29.83,13.2,21.52
SC,BALNEÁRIO ARROIO DO SILVA,17334.0,29.9,31.93,11.11,21.52
GO,CACHOEIRA ALTA,12134.0,39.49,36.69,6.3,21.49
SP,DRACENA,46035.0,25.21,13.35,29.84,21.48
SC,FLOR DO SERTÃO,2890.0,49.86,29.07,13.84,21.45
GO,ARAÇU,6666.0,37.28,38.13,4.77,21.45
MT,ALTA FLORESTA,61374.0,25.0,30.31,12.54,21.43
TO,COMBINADO,6006.0,47.73,25.74,17.08,21.41
GO,ABADIA DE GOIÁS,18516.0,36.13,29.88,12.94,21.41
RS,CHUVISCA,7374.0,30.02,28.4,14.4,21.4
PR,CORNÉLIO PROCÓPIO,56878.0,31.4,21.05,21.75,21.4
MS,ANTÔNIO JOÃO,11798.0,49.52,36.02,6.76,21.39
SC,CAIBI,8242.0,20.96,33.05,9.68,21.37
RS,CAMAQUÃ,79716.0,35.96,34.18,8.55,21.36
SP,SÃO CAETANO DO SUL,198523.0,35.22,23.07,19.66,21.35
SC,PASSO DE TORRES,11628.0,36.07,34.28,8.43,21.35
SP,GLICÉRIO,5081.0,42.02,4.91,38.67,21.35
GO,CIDADE OCIDENTAL,70718.0,41.2,28.2,14.49,21.34
RS,FORQUETINHA,4190.0,22.5,2.43,40.19,21.31
PB,CABEDELO,81578.0,47.04,19.03,23.52,21.28
SC,TURVO,17264.0,12.51,37.57,4.99,21.28
SC,ALFREDO WAGNER,13448.0,23.05,26.89,15.66,21.27
RS,VALE DO SOL,14142.0,40.71,3.83,38.68,21.26
MG,SÃO JOSÉ DA LAPA,32412.0,42.92,10.55,31.97,21.26
SP,IACRI,7613.0,27.66,5.47,36.77,21.2
GO,AVELINÓPOLIS,5486.0,30.56,39.12,3.28,21.2
SC,FORMOSA DO SUL,4030.0,49.98,19.11,23.23,21.17
MA,IMPERATRIZ,294696.0,40.3,23.49,18.83,21.16
SC,PINHALZINHO,25838.0,31.68,35.35,6.88,21.12
SC,LUZERNA,8604.0,15.6,29.01,13.23,21.12
SC,LAJEADO GRANDE,2616.0,26.75,27.75,14.45,21.1
MT,BRASNORTE,16708.0,23.26,26.11,16.08,21.09
SC,PALHOÇA,227738.0,29.93,25.26,16.91,21.09
ES,SÃO DOMINGOS DO NORTE,12468.0,46.53,9.14,33.01,21.08
MT,TANGARÁ DA SERRA,105216.0,22.9,37.25,4.81,21.03
SP,BARRINHA,33164.0,48.88,18.03,24.27,21.02
GO,BONFINÓPOLIS,11050.0,39.0,36.43,5.59,21.01
MG,LAGAMAR,9912.0,37.73,18.56,23.45,21.0
GO,NERÓPOLIS,36180.0,36.36,35.7,6.3,21.0
RS,CANOAS,412628.0,40.2,21.56,20.39,20.98
MG,MARTINHO CAMPOS,17242.0,33.26,11.08,30.87,20.97
SC,PAULO LOPES,11240.0,28.36,24.84,17.1,20.97
RO,OURO PRETO DO OESTE,41890.0,24.72,33.3,8.6,20.95
MT,RIBEIRÃO CASCALHEIRA,10300.0,21.23,39.67,2.21,20.94
GO,MARA ROSA,12780.0,47.04,38.06,3.77,20.92
SC,ZORTÉA,5034.0,33.8,23.64,18.2,20.92
MG,UBERLÂNDIA,831530.0,41.93,30.87,10.97,20.92
SP,IBIRÁ,12781.0,25.23,15.64,26.08,20.91
RS,TAPES,18328.0,38.16,35.15,6.67,20.91
AL,RIO LARGO,101892.0,47.0,4.67,37.15,20.91
SP,CANANÉIA,13435.0,35.18,17.52,24.3,20.89
PA,MEDICILÂNDIA,30832.0,28.45,22.13,19.64,20.89
RS,SÃO FRANCISCO DE PAULA,25594.0,39.53,21.91,19.84,20.88
SC,JOAÇABA,36486.0,23.64,29.79,11.93,20.86
SP,QUADRA,4774.0,33.06,17.41,24.61,20.86
SC,BLUMENAU,432048.0,21.18,28.58,13.07,20.83
GO,SENADOR CANEDO,133222.0,40.16,30.11,11.49,20.8
SP,POTIRENDABA,19947.0,28.04,8.01,33.61,20.79
SC,BENEDITO NOVO,13622.0,11.98,31.49,10.07,20.78
SP,PEDRO DE TOLEDO,9832.0,31.12,29.29,11.84,20.75
SP,PROMISSÃO,36985.0,37.73,11.97,29.52,20.74
PR,TIBAGI,23014.0,44.29,26.31,15.1,20.71
SC,BALNEÁRIO BARRA DO SUL,16206.0,26.06,19.03,22.4,20.71
ES,ITAPEMIRIM,56234.0,27.34,37.25,4.15,20.7
SC,GASPAR,79890.0,23.13,26.89,14.44,20.67
SP,GARÇA,46362.0,28.15,12.1,28.98,20.66
SC,SÃO BONIFÁCIO,4794.0,18.62,29.58,11.72,20.65
SP,ARAÇOIABA DA SERRA,34221.0,31.76,20.09,21.23,20.65
SC,BELMONTE,3970.0,39.67,27.56,13.75,20.65
PA,BRASIL NOVO,24356.0,31.38,24.59,16.69,20.64
SP,RIBEIRÃO BRANCO,20045.0,48.73,13.27,28.46,20.61
GO,CAMPINORTE,13822.0,33.49,35.35,5.86,20.6
SP,TAQUARIVAÍ,6910.0,39.61,18.39,22.95,20.58
SC,JOINVILLE,713570.0,19.99,22.72,18.39,20.56
SP,CONCHAS,15929.0,30.04,18.07,23.19,20.55
PR,COLOMBO,254108.0,34.19,11.96,29.06,20.51
SP,CAMPOS DO JORDÃO,51762.0,32.84,27.11,13.93,20.5
ES,VITÓRIA,438014.0,40.39,25.24,15.72,20.48
RS,BALNEÁRIO PINHAL,14288.0,46.88,18.76,22.2,20.48
PA,ANAPU,33270.0,31.22,23.4,17.55,20.48
SP,PONTALINDA,4069.0,47.28,14.02,27.05,20.47
PR,RIO BOM,4830.0,34.64,39.79,1.12,20.46
SP,MOGI MIRIM,94956.0,25.69,14.65,26.32,20.45
PR,CAPANEMA,24700.0,39.87,24.46,16.43,20.45
GO,NOVO GAMA,80776.0,40.16,35.76,5.15,20.45
GO,APARECIDA DE GOIÂNIA,525780.0,37.26,31.64,9.25,20.44
SC,BOM JESUS,4144.0,42.91,20.85,19.98,20.42
SC,JOSÉ BOITEUX,7018.0,30.64,26.39,14.45,20.42
SP,MONGAGUÁ,60579.0,43.42,18.9,21.96,20.42
MS,PARAÍSO DAS ÁGUAS,6128.0,18.77,5.16,35.67,20.41
GO,NOVA IGUAÇU DE GOIÁS,4154.0,48.22,31.78,9.05,20.41
SP,OSVALDO CRUZ,31080.0,27.73,9.7,31.32,20.39
SP,MACAUBAL,9064.0,19.63,8.57,32.49,20.39
RS,MORRO REUTER,9326.0,24.58,6.07,34.7,20.38
AC,RIO BRANCO,420864.0,23.68,30.75,9.97,20.36
AC,PORTO ACRE,21156.0,20.43,34.52,6.14,20.33
MT,ARENÁPOLIS,12242.0,35.78,21.76,18.9,20.33
RS,SÃO LEOPOLDO,263528.0,39.19,16.77,23.87,20.32
SC,MORRO GRANDE,4608.0,19.08,33.94,6.68,20.31
AC,MANOEL URBANO,11520.0,34.01,34.58,5.97,20.28
SP,JABORANDI,6875.0,41.13,18.26,22.6,20.28
ES,GOVERNADOR LINDENBERG,13616.0,40.79,9.96,30.54,20.25
RO,ALTA FLORESTA D OESTE,28162.0,24.9,19.59,20.91,20.25
SC,PONTE ALTA DO NORTE,4030.0,34.47,33.25,7.25,20.25
GO,ADELÂNDIA,4460.0,34.91,37.89,2.6,20.25
SP,CAPIVARI,52636.0,27.48,11.58,28.65,20.24
RS,PRESIDENTE LUCENA,4546.0,15.29,5.15,35.33,20.24
GO,RIO VERDE,224276.0,33.5,38.27,2.21,20.24
SP,SÃO JOSÉ DO RIO PRETO,467026.0,27.91,14.62,25.95,20.23
SC,PINHEIRO PRETO,4734.0,27.14,25.64,14.79,20.22
SP,PINDORAMA,14704.0,28.99,7.34,34.37,20.21
GO,CACHOEIRA DE GOIÁS,2852.0,37.88,38.36,2.03,20.2
MG,SERRANIA,9816.0,48.29,32.62,7.78,20.2
SP,MARÍLIA,243743.0,26.49,12.43,28.02,20.2
MG,IPATINGA,276712.0,30.47,27.17,13.19,20.18
SC,SALETE,10130.0,22.36,33.29,7.05,20.17
MT,LUCIARA,3344.0,38.33,21.11,19.14,20.13
SC,MATOS COSTA,3788.0,43.28,22.65,17.58,20.12
ES,SÃO GABRIEL DA PALHA,39172.0,38.08,18.11,22.05,20.08
SP,RIO CLARO,212485.0,28.14,14.06,26.17,20.07
SC,PAPANDUVA,24392.0,35.14,22.47,17.66,20.06
SC,PORTO BELO,25810.0,23.75,25.98,14.13,20.05
RO,NOVA UNIÃO,8264.0,40.56,37.22,2.86,20.04
BA,TEIXEIRA DE FREITAS,163386.0,45.36,21.27,18.77,20.02
RO,GOVERNADOR JORGE TEIXEIRA,10834.0,27.66,22.0,18.02,20.01
SC,XAXIM,37722.0,28.97,19.52,20.46,19.99
MG,PRESIDENTE OLEGÁRIO,23948.0,40.01,8.87,31.08,19.98
PA,RIO MARIA,21408.0,38.59,20.68,19.25,19.97
ES,VILA PAVÃO,12256.0,47.08,11.99,27.9,19.95
MG,CAPINÓPOLIS,17792.0,48.48,7.19,32.69,19.94
MT,ARAPUTANGA,17486.0,26.12,13.84,26.04,19.94
SP,BANANAL,10723.0,49.75,9.18,30.73,19.93
RJ,NITERÓI,653016.0,46.2,19.91,19.96,19.93
RO,THEOBROMA,11660.0,25.37,19.54,20.31,19.92
SP,LOURDES,2816.0,38.38,22.89,16.91,19.92
SP,SALES,7133.0,24.86,11.6,27.69,19.87
RO,PIMENTEIRAS DO OESTE,3016.0,30.43,24.07,15.65,19.86
GO,ITAJÁ,5684.0,36.26,36.77,2.96,19.86
GO,GOIANIRA,61878.0,39.78,30.83,8.9,19.86
MG,TAQUARAÇU DE MINAS,7384.0,39.74,3.87,35.81,19.84
SP,RIBEIRÃO PIRES,126431.0,43.69,19.13,20.49,19.82
PR,PARANAGUÁ,170786.0,29.51,24.77,14.88,19.82
PA,DOM ELISEU,46072.0,46.79,23.69,15.94,19.81
ES,MARATAÍZES,48752.0,28.25,34.94,4.62,19.78
GO,AMORINÓPOLIS,5784.0,36.43,29.81,9.75,19.78
SP,OURO VERDE,8850.0,49.47,9.08,30.97,19.77
ES,APIACÁ,9580.0,47.97,16.78,22.73,19.76
SC,BARRA VELHA,39560.0,23.33,22.08,17.39,19.73
ES,SERRA,555736.0,41.94,30.44,9.0,19.72
SP,PIEDADE,58261.0,32.12,11.14,28.24,19.72
TO,PAU D ARCO,5418.0,38.64,31.89,7.53,19.71
SP,NOVA EUROPA,10621.0,49.29,8.84,31.57,19.7
SP,SANTO ANASTÁCIO,20238.0,34.92,6.61,33.3,19.68
MT,JACIARA,31314.0,27.87,31.09,8.28,19.68
SC,BRUSQUE,159276.0,18.22,25.4,13.92,19.66
ES,DIVINO DE SÃO LOURENÇO,6908.0,32.87,23.65,15.58,19.61
PR,FOZ DO IGUAÇU,316912.0,29.48,19.22,19.98,19.6
TO,PEQUIZEIRO,6930.0,49.84,8.2,30.94,19.57
PR,CURITIBA,2299172.0,30.79,16.68,22.44,19.56
GO,LEOPOLDO DE BULHÕES,10402.0,49.06,32.71,6.4,19.55
SC,ANCHIETA,8402.0,38.81,20.78,18.31,19.54
PB,JOÃO PESSOA,950166.0,45.1,20.36,18.7,19.53
PR,MARIÓPOLIS,8774.0,37.36,33.07,5.99,19.53
SP,SOROCABA,727183.0,34.28,19.2,19.87,19.53
PR,CLEVELÂNDIA,20476.0,43.51,28.14,10.89,19.52
GO,PORTEIRÃO,5334.0,44.67,36.75,2.29,19.52
SP,TURIÚBA,2265.0,29.36,17.21,22.1,19.51
SP,ONDA VERDE,5241.0,39.39,8.04,30.54,19.48
PR,PALMAS,48144.0,48.62,29.91,9.0,19.45
MT,ÁGUA BOA,28616.0,16.68,36.32,2.49,19.41
SC,XANXERÊ,58224.0,31.47,27.87,10.95,19.41
SC,SEARA,23730.0,35.57,29.4,9.37,19.38
SC,JACINTO MACHADO,14970.0,20.94,30.61,8.12,19.37
SP,COTIA,249389.0,45.86,20.94,17.68,19.35
PR,SÃO MIGUEL DO IGUAÇU,35398.0,31.68,11.72,26.95,19.33
SP,BREJO ALEGRE,3580.0,49.21,5.73,34.17,19.33
TO,ALVORADA,11410.0,36.53,7.85,30.82,19.33
PA,PARAGOMINAS,113080.0,36.02,24.81,13.79,19.3
SC,ERVAL VELHO,6570.0,20.2,25.39,13.18,19.28
GO,URUAÇU,44588.0,39.76,20.51,18.0,19.26
SP,PIRAJUÍ,20418.0,30.39,24.03,14.35,19.26
MT,NOVA MUTUM,49542.0,21.73,34.14,4.35,19.25
PR,ANTONINA,23754.0,27.8,19.63,18.85,19.24
RO,VALE DO ANARI,9478.0,24.0,27.62,10.78,19.2
MG,SANTANA DO PARAÍSO,36000.0,37.67,29.24,9.12,19.18
MG,GUIMARÂNIA,10674.0,37.0,8.21,30.11,19.16
RS,COQUEIROS DO SUL,3992.0,30.56,3.51,34.82,19.16
SC,PRINCESA,4260.0,29.87,27.93,10.33,19.13
MG,BETIM,494978.0,42.61,24.25,14.01,19.13
PR,PONTAL DO PARANÁ,32310.0,36.64,18.95,19.3,19.12
RS,RIOZINHO,6856.0,48.14,13.51,24.74,19.12
MG,SANTA MARGARIDA,20744.0,49.89,2.25,35.99,19.12
MS,ROCHEDO,6838.0,35.65,11.14,27.08,19.11
GO,NOVA VENEZA,12462.0,34.47,33.86,4.35,19.11
GO,ARAGUAPAZ,9204.0,38.61,29.42,8.76,19.09
GO,INDIARA,18044.0,41.17,27.91,10.21,19.06
PA,MOJUÍ DOS CAMPOS,32244.0,38.44,7.28,30.82,19.05
SC,PALMITOS,20110.0,25.12,22.91,15.15,19.03
SC,MORRO DA FUMAÇA,22252.0,15.45,30.25,7.78,19.02
RS,EREBANGO,4176.0,42.86,15.85,22.17,19.01
SC,TREZE DE MAIO,11200.0,10.93,28.2,9.8,19.0
SP,SANTA MERCEDES,3673.0,40.91,22.93,14.81,19.0
RS,MINAS DO LEÃO,10228.0,49.5,13.3,24.68,18.99
MS,TRÊS LAGOAS,131458.0,36.2,13.51,24.43,18.97
TO,COLINAS DO TOCANTINS,36902.0,37.16,8.66,29.27,18.96
MT,NOVA MONTE VERDE,8888.0,20.56,23.85,14.04,18.95
SC,SANGÃO,13916.0,16.4,31.14,6.75,18.95
SC,IÇARA,67994.0,22.27,27.23,10.66,18.94
RS,GETÚLIO VARGAS,21024.0,22.28,5.79,32.07,18.93
RS,MAXIMILIANO DE ALMEIDA,6616.0,19.98,5.11,32.74,18.92
SP,IARAS,5551.0,44.76,8.35,29.29,18.9
GO,GAMELEIRA DE GOIÁS,5246.0,37.19,30.61,7.17,18.89
SC,ILHOTA,18310.0,20.82,19.38,18.39,18.89
MG,QUELUZITO,4210.0,48.45,3.61,34.16,18.88
SC,RIO NEGRINHO,50162.0,20.73,16.77,20.98,18.88
SC,ABELARDO LUZ,19386.0,40.96,23.52,14.25,18.88
RS,SERTÃO SANTANA,8692.0,25.77,14.04,23.7,18.87
SC,BOM JESUS DO OESTE,3278.0,27.5,27.46,10.25,18.85
AC,ASSIS BRASIL,10036.0,35.17,21.92,15.7,18.81
RS,NOVO HAMBURGO,288676.0,27.37,21.0,16.61,18.8
SP,PALMEIRA D OESTE,10410.0,37.08,10.34,27.18,18.78
SP,NOVA GUATAPORANGA,2732.0,44.37,6.01,31.53,18.78
RJ,CARDOSO MOREIRA,17928.0,30.75,33.81,3.73,18.77
SC,SÃO JOÃO BATISTA,36220.0,18.08,25.51,11.97,18.74
RS,PORTÃO,41740.0,33.79,12.46,25.0,18.73
SP,ITIRAPINA,13115.0,38.11,15.47,22.23,18.73
SP,GUARUJÁ,320803.0,38.57,21.57,15.78,18.7
PR,QUINTA DO SOL,6846.0,45.54,12.42,24.98,18.7
SP,BADY BASSITT,19889.0,24.51,12.47,25.11,18.7
GO,ANÁPOLIS,443014.0,25.42,16.47,20.89,18.68
MT,CAMPOS DE JÚLIO,7818.0,23.75,27.32,10.03,18.67
MG,PIEDADE DOS GERAIS,7640.0,41.8,4.95,32.36,18.65
PA,PLACAS,21046.0,31.24,6.82,30.44,18.63
SC,MARACAJÁ,10606.0,25.04,28.44,8.81,18.62
SP,CACHOEIRA PAULISTA,34134.0,36.32,14.66,22.6,18.61
MG,SÃO JOÃO NEPOMUCENO,32104.0,46.88,26.31,10.86,18.59
GO,ITAGUARU,8756.0,49.6,34.95,2.22,18.58
PR,MATINHOS,46584.0,36.54,16.88,20.27,18.58
RJ,ITALVA,17654.0,32.49,30.53,6.58,18.56
PB,BAYEUX,125424.0,47.47,19.3,17.81,18.55
ES,PANCAS,22674.0,40.8,5.35,31.76,18.55
RS,BAGÉ,138326.0,48.68,9.92,27.17,18.54
RJ,PARATY,50190.0,34.79,17.63,19.43,18.53
PR,IRATI,75606.0,34.43,31.84,5.21,18.53
RS,GUABIJU,2370.0,24.83,7.93,29.11,18.52
MT,NOVA OLÍMPIA,18798.0,43.9,21.6,15.41,18.5
RJ,SILVA JARDIM,29740.0,30.96,20.71,16.23,18.47
SP,ÁLVARO DE CARVALHO,4299.0,39.9,15.86,21.02,18.47
SP,IGUAPE,29278.0,36.25,24.77,11.92,18.44
RR,RORAINÓPOLIS,33318.0,22.94,17.24,19.64,18.44
PR,QUATRO BARRAS,27726.0,26.71,16.74,20.13,18.43
SC,BRAÇO DO NORTE,41066.0,16.25,23.54,13.32,18.43
AM,PRESIDENTE FIGUEIREDO,36980.0,48.24,6.57,30.21,18.39
SC,SANTA HELENA,3934.0,43.73,24.81,11.95,18.38
GO,SERRANÓPOLIS,9368.0,42.16,28.01,8.75,18.38
SC,ARAQUARI,37074.0,25.46,19.06,17.68,18.37
PR,PONTA GROSSA,412868.0,30.5,6.71,30.03,18.37
RS,CARLOS BARBOSA,39896.0,21.79,11.09,25.63,18.36
RS,ELDORADO DO SUL,42772.0,45.77,22.75,13.98,18.36
SC,NOVA TRENTO,18178.0,16.63,25.72,10.98,18.35
MG,CONTAGEM,758360.0,39.63,12.33,24.34,18.33
PR,ASTORGA,32120.0,25.31,17.09,19.57,18.33
RS,SANTA MARIA DO HERVAL,9394.0,31.68,5.3,31.34,18.32
SC,SUL BRASIL,4284.0,35.1,26.61,10.04,18.32
SP,CARAPICUÍBA,406985.0,48.47,18.35,18.24,18.3
PR,CHOPINZINHO,27074.0,33.85,25.61,10.97,18.29
AM,RIO PRETO DA EVA,28774.0,49.98,5.24,31.33,18.28
SP,ICÉM,8653.0,44.31,13.11,23.35,18.26
GO,NAZÁRIO,11368.0,32.46,32.69,3.84,18.26
MT,SÃO FÉLIX DO ARAGUAIA,10354.0,36.25,29.07,7.44,18.25
PA,PACAJÁ,42542.0,35.19,23.52,12.96,18.24
RS,JAGUARI,14532.0,38.8,6.22,30.25,18.24
SC,MAJOR VIEIRA,9770.0,41.14,21.99,14.47,18.23
MS,COSTA RICA,32166.0,35.98,12.84,23.59,18.21
MG,SÃO JOAQUIM DE BICAS,33538.0,48.77,9.02,27.34,18.18
MG,CARMO DO CAJURU,30800.0,40.44,19.03,17.31,18.17
RJ,TANGUÁ,41176.0,37.23,28.99,7.35,18.17
GO,COCALZINHO DE GOIÁS,24510.0,35.52,21.17,15.14,18.15
AC,CAPIXABA,12332.0,20.91,29.89,6.39,18.14
RR,SÃO JOÃO DA BALIZA,8536.0,25.73,24.41,11.81,18.11
SC,PONTE SERRADA,13046.0,46.16,26.21,9.98,18.1
MG,MARLIÉRIA,6770.0,42.66,30.93,5.26,18.09
PA,MÃE DO RIO,39076.0,46.39,29.84,6.34,18.09
SP,SANTO ANTÔNIO DO ARACANGUÁ,10090.0,40.72,9.26,27.44,18.08
MG,UBERABA,371722.0,41.05,14.82,21.33,18.08
MG,LAGOA SANTA,80164.0,33.85,17.78,18.37,18.07
MG,PRATINHA,4702.0,33.94,31.69,4.42,18.06
GO,SANTO ANTÔNIO DE GOIÁS,9834.0,36.78,31.89,4.19,18.04
SC,CUNHATAÍ,3108.0,25.98,23.68,12.36,18.02
SP,BARBOSA,7029.0,45.26,5.76,30.94,18.01
RS,CAPÃO DA CANOA,65030.0,31.09,20.74,15.27,18.01
MT,BOM JESUS DO ARAGUAIA,6960.0,31.26,31.81,4.2,18.0
RS,ARROIO DOS RATOS,16394.0,44.86,17.42,18.57,17.99
RJ,PARAÍBA DO SUL,53036.0,39.28,9.19,26.76,17.98
SC,TANGARÁ,11028.0,27.63,26.79,9.16,17.97
SC,BANDEIRANTE,4770.0,41.81,24.36,11.57,17.97
MG,INIMUTABA,9592.0,49.01,30.44,5.48,17.96
PR,LARANJEIRAS DO SUL,39152.0,49.36,24.33,11.58,17.96
MS,CORONEL SAPUCAIA,18398.0,47.45,17.82,18.1,17.96
SP,TORRE DE PEDRA,3521.0,27.42,22.92,12.79,17.95
GO,VARJÃO,5824.0,34.08,29.5,6.35,17.93
PA,BELTERRA,24500.0,46.35,9.46,26.4,17.93
PA,RURÓPOLIS,28526.0,32.07,14.96,20.88,17.92
SP,MONTEIRO LOBATO,5587.0,36.62,14.4,21.55,17.92
GO,LUZIÂNIA,199722.0,34.99,12.88,22.96,17.92
SP,CESÁRIO LANGE,17991.0,25.96,11.16,25.13,17.91
SP,AMERICANA,247108.0,28.49,21.04,14.68,17.9
SC,GUABIRUBA,28230.0,18.66,25.48,10.33,17.9
MT,PRIMAVERA DO LESTE,77994.0,20.85,23.14,12.59,17.86
PR,CAMPO MOURÃO,111562.0,33.71,30.5,5.22,17.86
SC,ITAPOÁ,27368.0,28.11,22.23,13.48,17.85
RS,HUMAITÁ,6966.0,34.77,5.0,30.69,17.84
RS,TRAMANDAÍ,54554.0,38.57,18.96,16.68,17.82
MG,IBIRITÉ,203220.0,44.81,8.01,27.61,17.81
RS,ESTAÇÃO,8318.0,28.76,6.08,29.5,17.79
MT,COLNIZA,24880.0,20.92,29.83,5.73,17.78
AC,ACRELÂNDIA,14586.0,19.82,25.3,10.24,17.77
PR,QUATIGUÁ,10746.0,28.35,33.05,2.48,17.76
SC,BARRA BONITA,2964.0,32.81,17.48,18.02,17.75
SC,IMARUÍ,15434.0,37.3,28.7,6.8,17.75
SP,PIRACICABA,412106.0,27.89,16.94,18.49,17.73
PR,SALGADO FILHO,5984.0,37.76,11.73,23.73,17.73
MG,CLARAVAL,7326.0,35.38,31.89,3.58,17.73
ES,SANTA MARIA DE JETIBÁ,49888.0,22.16,17.84,17.62,17.73
SP,POLONI,5762.0,42.49,15.62,19.87,17.67
TO,PORTO NACIONAL,70988.0,47.56,16.81,18.5,17.66
SP,TACIBA,7625.0,48.21,3.31,32.94,17.65
RS,SALDANHA MARINHO,4664.0,41.33,5.53,29.76,17.65
SP,SÃO SEBASTIÃO,86103.0,44.2,21.65,13.39,17.64
PA,ELDORADO DOS CARAJÁS,29910.0,44.52,20.14,15.14,17.64
ES,BOA ESPERANÇA,17042.0,45.04,6.3,28.99,17.64
SP,MAIRINQUE,53393.0,39.68,17.25,18.04,17.63
SP,SANTA ERNESTINA,7717.0,43.33,10.29,25.21,17.62
PR,IMBITUVA,38834.0,32.17,15.5,19.71,17.61
SC,HERVAL D OESTE,27108.0,28.16,27.45,7.72,17.59
RS,SÃO JERÔNIMO,25448.0,48.02,10.73,24.43,17.58
SP,PRESIDENTE PRUDENTE,228972.0,27.8,10.04,25.72,17.57
MG,NOVA LIMA,123370.0,46.12,17.6,17.53,17.57
MT,JURUENA,9102.0,23.29,24.74,10.37,17.56
AL,BARRA DE SÃO MIGUEL,12254.0,45.52,5.06,30.05,17.55
RJ,RIO CLARO,24190.0,42.5,15.49,19.59,17.54
SC,RIO DAS ANTAS,8506.0,22.61,22.88,12.2,17.54
PA,NOVO REPARTIMENTO,66658.0,38.97,32.5,2.59,17.54
SP,PRAIA GRANDE,320696.0,36.93,17.7,17.36,17.53
RR,IRACEMA,9972.0,27.29,13.92,21.14,17.53
SP,CAFELÂNDIA,17319.0,32.91,20.24,14.85,17.5
MG,CAPITÓLIO,12014.0,38.68,16.53,18.45,17.49
